gen1,gen2,gen3,gen4
"[0.6121154310533058, 0.750648536784174, 0.19671179009308298, 0.21339726089906508, 1.481642039600655, 1.3962228472652773, 0.2714091557702171, 0.7940427568445538, 0.14541114593946539, 0.4529309347351608]","[0.24436715335147424, 0.150052217038553, 1.2388976988095437, 0.10258282936359507, 1.3090201262586618, 1.6829040238510748, 0.5098917788979961, 0.210205945899039, 0.9363105859058769, 0.7470029109576558]","[0.7897155324051703, 0.7726818802546239, 1.074067564208881, 0.1576417137042472, 1.027082180104263, 0.31338670246844863, 1.3065383199824763, 0.23441090206982476, 1.0913929953129464, 0.8988091560993683]","[1.3208852793992463, 0.150052217038553, 1.1511991635631584, 0.20541883057446697, 0.3145361094182357, 0.6408457941019281, 1.5264129544201255, 1.9988472517641596, 0.6058520629828476, 0.2016504862428163]"
"[0.16100835243674216, 0.6919045160173206, 0.6396650646389054, 0.14027443548286245, 1.4641343556864204, 0.19891579793473876, 1.9385722365350697, 0.22556841956733947, 1.8101629200207616, 0.2105315310658634]","[1.2874918379989566, 0.4342201139078448, 0.8790091392790653, 0.3747906683213777, 0.29427945384898885, 0.12818455586438798, 0.21015925061788338, 0.17195691245274486, 0.5715552849221175, 0.1015353011828112]","[0.6567142793318287, 0.44266164936080643, 0.6903751291360379, 0.1679067734410966, 0.6326814467926737, 0.14855885840500146, 0.33107989308826236, 1.1503858615242584, 0.6089592504357181, 1.2540187084052268]","[1.8017469821373469, 0.24863803187789357, 1.134639992746194, 0.17073182126933484, 0.9635932136310976, 1.9731938036119443, 0.5098917788979961, 0.17445063206898867, 0.33967333803358973, 0.582014999994187]"
"[0.4222322224572856, 1.6157175092094282, 0.20460080227829908, 0.15051571866904975, 0.3956762905459378, 0.38301453838685595, 1.6823694747808233, 0.17172392274418474, 0.25570191219708677, 1.1064288893959398]","[0.5900290815850229, 0.43738778752886515, 0.9813421303656414, 0.25483875704580644, 0.2833659513111154, 0.13502453609014536, 1.0296122166238848, 0.1434831385351254, 0.21464838133784997, 0.1765584110006914]","[0.888376731277941, 0.25134575104625173, 0.7687059728949385, 0.17073182126933484, 0.9635932136310976, 0.14855885840500146, 0.3543880700367978, 0.36929979959064124, 0.31156454105875314, 0.5524659485672114]","[1.083428553834246, 0.5054898842665293, 1.3477082796963324, 0.25483875704580644, 0.31820491196093886, 0.21008360726213313, 0.3724695806256637, 0.937592091281424, 0.21464838133784997, 0.17282857073950678]"
"[0.8392839619146203, 0.1501900012214793, 0.43427021701334695, 0.29491295889576175, 0.5230375370979697, 0.4340696363473699, 0.9070227195807669, 1.056511797555204, 0.9096018639247597, 1.5997067754741452]","[0.62780381821331, 0.10444623331649798, 1.7752234318581164, 0.5382574862655722, 0.4344051777549078, 1.7583756518507232, 1.3191984255656595, 0.8030160142049367, 0.254645199054228, 0.12385696743366871]","[1.8017469821373469, 0.40599539586112743, 1.5327373043409491, 0.6766320416189119, 0.6972620459172842, 1.7525855754538744, 0.3724695806256637, 0.17445063206898867, 0.4306244148614172, 0.5258314740699916]","[0.888376731277941, 0.49025935452252206, 0.9813421303656414, 0.5596726933157142, 0.5528541433914993, 0.21008360726213313, 1.0140842086435091, 0.13033224842197166, 0.41461538499813166, 0.41214279500217027]"
"[0.3601435977649825, 0.8298510100244075, 0.14600099209544476, 0.6780856708596232, 1.44809761886107, 0.49322202837816936, 1.1777670641525022, 0.21554814382941279, 0.45771431820293423, 1.5639316732775603]","[0.24436715335147424, 0.150052217038553, 0.26776174027418387, 0.11461278780870686, 0.3145361094182357, 0.12818455586438798, 0.5098917788979961, 0.11609031101606736, 0.6484931220554734, 0.7470029109576558]","[0.6164250791681714, 1.1069934607118674, 0.28603555367147787, 0.31108299178860355, 0.7473006791208794, 0.5196716319345547, 1.1731863636024162, 0.26699127081147206, 0.7195287824270737, 1.0336595335057135]","[0.5900290815850229, 0.3625775834063617, 0.9813421303656414, 0.24167741067018228, 1.6530957236563675, 0.13502453609014536, 1.0296122166238848, 0.4716323721922027, 0.21464838133784997, 0.7122156130441945]"
"[0.5770165186336826, 0.1343992898705748, 0.3025114405574398, 1.2289928205076306, 1.6845444489633903, 0.7552223303409358, 0.5973974494771437, 1.0852061523161267, 0.6936198196111216, 0.17509254891423062]","[0.1032545739254087, 0.8562761343721212, 0.29036303066295055, 0.4256080163471707, 0.5354294043209914, 0.17954232830198258, 1.526361564858811, 0.3487175805840531, 0.2141958053657656, 0.6828938194335568]","[0.9921657992880801, 0.13373891959094028, 0.4717817487038548, 0.1679067734410966, 1.498862807900394, 0.5432084607858328, 0.9885863036225355, 0.12080529722042349, 0.19774021975690106, 0.2990402139351875]","[0.13301021451513628, 1.1318124288851814, 0.9002427378752016, 0.5609010775227953, 0.44291381807396085, 0.5932403119564676, 1.3683005422839223, 0.1995613181371491, 0.1615207658723068, 0.6146326008658177]"
"[0.5407920528823842, 1.7110667046518124, 1.9891984061479198, 0.15051571866904975, 0.3519301831601428, 0.38301453838685595, 1.6823694747808233, 1.0842399209915552, 0.9096018639247597, 1.1064288893959398]","[0.888376731277941, 0.3197630587291002, 0.3279363778087766, 0.1679067734410966, 1.8470756002351605, 0.8066870699123112, 1.2108499798234387, 0.26699127081147206, 0.1386897869667754, 1.0248657932810075]","[0.4610017960777594, 1.234688608631541, 1.36262889535224, 0.7777249493693227, 0.5577089581291996, 0.2363397574451854, 0.4434938110639394, 0.22821868065622303, 0.36120221135507835, 0.20395417978439506]","[0.6646376059352787, 0.11447712370417922, 1.5080404631606659, 0.45855552551130696, 0.45899471769664385, 0.3088750036506332, 1.5752951547570433, 1.7567388780507815, 0.712431174609586, 1.0150706466810626]"
"[0.8392839619146203, 1.468205331027762, 0.20460080227829908, 0.311405214556811, 1.2565065840794203, 0.6530670628497519, 0.3583873621462287, 0.12281817574095932, 0.18828719899464372, 0.8853491585781501]","[0.656826511841061, 0.19378438787977698, 1.5687510727284821, 0.3029849303836744, 0.8123572566122537, 0.46579382053474844, 0.10301854437747197, 0.2637182683488224, 0.6580696003623391, 0.29203958473828373]","[1.5638965383028114, 1.307821391217227, 1.3272310201551787, 1.3764405402177615, 0.3956762905459378, 0.38301453838685595, 1.4064115036270772, 1.7936243271292833, 0.7391793945266777, 0.6967823681955442]","[0.6567142793318287, 0.3197630587291002, 0.4544709691906312, 0.14077812538058126, 0.31234464081366725, 0.738022962940534, 0.30135382548175865, 0.2445304453623033, 0.856384652334884, 0.7566020775024076]"
"[1.7254504269699533, 0.5083692644646955, 1.6571734463964214, 1.265954468347879, 0.33706601569808, 0.2472564683066332, 1.596044249718204, 0.1453390533274932, 0.8843805053072251, 0.13943844585402368]","[1.4225610880302337, 1.5119653971626192, 1.1511991635631584, 0.20541883057446697, 0.6467401367607548, 0.6883014191741907, 0.39627109710733627, 1.952616567884474, 0.5557165108418676, 0.1927139035125561]","[0.24436715335147424, 0.150052217038553, 0.26776174027418387, 0.11461278780870686, 0.3145361094182357, 0.14855885840500146, 0.33107989308826236, 0.11609031101606736, 0.6484931220554734, 0.7470029109576558]","[0.9921657992880801, 1.5119653971626192, 1.3275166657869868, 0.4613649471337675, 1.498862807900394, 0.12818455586438798, 0.10423433147244153, 0.538746429577739, 0.15688919122012662, 0.2990402139351875]"
"[0.1330344107570594, 0.5072227005915925, 1.5327373043409491, 1.9259858696161463, 0.39679580732958025, 0.17232442418452837, 1.4453200488258091, 0.9704893576082354, 0.1385390108677909, 0.5524659485672114]","[0.10992176044307649, 0.2355429181702144, 0.17109415687290347, 0.11108720964943233, 0.3969997488375678, 0.5154191701811714, 0.9500834691278577, 0.6140134933333059, 0.1750073336597285, 0.1325109774811882]","[0.6567142793318287, 0.44266164936080643, 0.6903751291360379, 0.1679067734410966, 0.6326814467926737, 0.12818455586438798, 0.5098917788979961, 1.1503858615242584, 0.6089592504357181, 1.2540187084052268]","[0.9831149057227107, 0.13373891959094028, 0.4717817487038548, 0.1679067734410966, 1.597937843431379, 0.5432084607858328, 0.9885863036225355, 0.10993120042578207, 0.24495094220009067, 1.1853152940922627]"
"[0.38403905964700985, 0.35293915488582633, 0.47306374731675666, 0.7692309016327225, 0.3332741643773528, 1.8735929283634059, 0.2521576720872224, 0.23441090206982476, 0.8744017093458628, 0.8988091560993683]","[0.5900290815850229, 0.36750590699540264, 0.9813421303656414, 0.2546750737282078, 1.6530957236563675, 0.13502453609014536, 1.0296122166238848, 0.4814591950795021, 0.21464838133784997, 0.1765584110006914]","[1.4225610880302337, 1.3938314314606495, 1.9554887425929819, 0.2500695931726454, 0.6511497302596712, 0.16241854940194553, 0.6136751431237277, 1.8424648863351158, 0.1961386623355418, 1.1361009192623808]","[0.6164250791681714, 1.1069934607118674, 0.28603555367147787, 0.2471562046278255, 0.7473006791208794, 0.5196716319345547, 1.1731863636024162, 0.26699127081147206, 0.7195287824270737, 1.0336595335057135]"
"[0.3329706706382102, 0.15962425955132215, 0.17411653961476853, 0.7442687430021399, 0.2095773360890448, 0.9316979255233874, 0.9552326018182752, 0.41144059994424376, 0.8125296103677309, 0.14900242279204307]","[1.751054055903518, 0.8653782043959374, 0.8610146270713351, 0.5296968417368966, 0.25330113175478974, 0.3445804901288106, 0.43301151756695, 0.9354932783500908, 1.2051712742361265, 0.5274011572690197]","[1.2053201861135021, 0.11105908835804898, 1.1008451085266562, 0.23583429684174878, 0.12088625712810427, 0.6883014191741907, 1.9086862269751341, 1.0194057536713266, 0.1328127093983225, 0.1927139035125561]","[0.87807976486788, 0.7630409832530616, 1.0978049996502515, 0.3012366826939503, 1.6648973526607145, 0.3553895862388036, 1.8917800419847906, 1.1503858615242584, 1.1778751710474158, 0.2903123564950182]"
"[0.1310230074023441, 0.2318301456746463, 0.22050289431577882, 1.5331625923428784, 0.15211570363065258, 1.7045824785852222, 0.5507800957694351, 0.38220263971962026, 0.5733069269719137, 0.6580856773494361]","[0.26895306457477774, 0.9954016481425069, 1.3862186986598568, 0.1505275305335595, 1.0415879531829013, 0.6924997972922283, 1.5084910923339276, 0.5604564907721764, 0.18949440855740843, 1.365241330324963]","[1.2874918379989566, 0.14313341818069455, 0.9079478661412442, 0.41487966098822604, 1.3175411546490226, 1.5713995360407462, 1.5752951547570433, 1.8341269805009788, 0.5343018183399202, 0.9816274582318679]","[0.1320055784707329, 1.086440945066168, 1.4846036918500118, 1.0433734771082106, 0.47291678649057034, 0.2737893412676157, 1.3514460806015642, 0.25874141741875195, 0.9990936919442523, 0.14022583070862918]"
"[0.6196093643667769, 0.6876130669962068, 1.6599492841047643, 0.11844133344487377, 1.930755881150507, 0.72944293905219, 0.20246086404082703, 0.17240759770297315, 0.8476086852699575, 0.2696138281318453]","[0.7525602223052088, 0.27578814872230184, 0.19671179009308298, 0.14027443548286245, 1.4641343556864204, 0.19891579793473876, 1.9385722365350697, 0.22874523646605274, 0.1461909081063557, 0.2105315310658634]","[0.6863296883231286, 0.11447712370417922, 1.5080404631606659, 0.45855552551130696, 0.45899471769664385, 0.3088750036506332, 0.21213790920514758, 0.15569252177296392, 0.6790560095042902, 0.1276604326025376]","[1.7254504269699533, 0.7890452685392441, 0.22633749421902027, 0.37448440210562034, 0.5099300567933797, 0.17954232830198258, 1.8177720255357097, 0.32062009111013545, 0.202163376017236, 0.6702945212361976]"
"[0.6188068196825782, 0.750648536784174, 0.17120909079427094, 0.21339726089906508, 1.481642039600655, 1.4053851396121708, 0.2964072315529991, 0.7940427568445538, 1.8010234873702295, 0.1777001587215089]","[1.2874918379989566, 0.8709246456551043, 0.1645964712194205, 0.6780856708596232, 1.158989291774776, 1.0240368127602963, 0.9967360567692783, 0.21554814382941279, 0.45771431820293423, 1.6012900196261597]","[0.888376731277941, 0.44266164936080643, 0.6244305485719825, 0.5832047311444158, 0.7090888186296856, 0.14855885840500146, 0.3724695806256637, 1.1957684440709877, 0.4271550659370304, 0.41214279500217027]","[0.6188068196825782, 0.6324239131862982, 1.134639992746194, 1.1744816490186036, 0.3036573910285935, 1.641868723555891, 0.41498069970908363, 1.0186852842440879, 1.6291841188550225, 0.5478585163435561]"
"[0.4262720835865188, 0.7463919948785205, 0.6237549804771576, 1.7449377799341024, 0.2781864902484859, 0.38687911199304736, 0.21560352206985567, 0.23315142127665384, 0.1162034408916494, 0.4641066505834308]","[0.3601435977649825, 0.2180812240208949, 0.4788022568996312, 0.13170922422018785, 0.21550128406825794, 1.6829040238510748, 0.25918261347934496, 0.17195691245274486, 0.553540873091707, 0.5274011572690197]","[0.888376731277941, 0.43498176820846446, 0.6244305485719825, 0.17073182126933484, 0.9392397477756625, 0.14855885840500146, 0.3387264367095878, 0.22462173003112648, 0.42429829443546, 0.41214279500217027]","[0.9374272903847153, 0.4173250144986938, 0.3279363778087766, 0.1679067734410966, 0.5718906987322065, 0.5432084607858328, 1.1731863636024162, 0.26699127081147206, 0.8336766518688343, 1.0336595335057135]"
"[0.10232188263314812, 1.9371298484640467, 0.26581601152599266, 1.5419024546148123, 0.16050250289814424, 0.23886363986412856, 0.3454119423948636, 0.3177268026147604, 0.7815516217240221, 0.4228225087412292]","[1.3611812177828255, 1.507950165836455, 1.9354402950219158, 1.4477345040972351, 1.1617418479312722, 0.6883014191741907, 0.15080251642910997, 0.9119807942798208, 1.558733540202405, 0.17371306499854153]","[1.7647084472050278, 0.7236610844266905, 0.3697087274761646, 0.1196457360075988, 1.6211363565236137, 0.17864097043263732, 1.0398814662998326, 0.19639318985808027, 0.7540213050624079, 0.20896996403765386]","[0.3859979822391728, 1.3965777809646993, 0.46392523559222976, 0.23583429684174878, 0.12088625712810427, 0.4236352049032964, 0.3327342356999833, 1.3784173237598563, 1.815342894233123, 1.3900877844888258]"
"[0.14456141328215544, 1.5013034444161206, 1.5953197101141194, 0.2455730301333907, 0.5053590127095192, 0.10730523883085158, 0.36962826330907106, 1.3275453116686882, 0.11027140466443991, 1.938058667406927]","[0.5206079464105575, 1.5119653971626192, 1.1511991635631584, 0.10910791343937398, 0.6467401367607548, 0.7429973994501429, 0.39627109710733627, 1.8424648863351158, 0.1750073336597285, 0.1927139035125561]","[0.44090052852071177, 0.10444623331649798, 0.6134867679177965, 0.5523140139723038, 0.41196446541840825, 1.7583756518507232, 1.2506349327671824, 0.8030160142049367, 0.254645199054228, 1.7066439054161575]","[1.2053201861135021, 0.11105908835804898, 1.1008451085266562, 0.6158597223934799, 0.21974223953946925, 0.6883014191741907, 1.9086862269751341, 1.0194057536713266, 0.1328127093983225, 0.1927139035125561]"
"[0.7446245957405755, 0.4342201139078448, 0.9679158987574625, 0.5296968417368966, 1.3090201262586618, 0.17728959054341653, 0.21213790920514758, 0.23710663694759399, 0.6910932266529111, 0.755737044951458]","[0.8352866965579531, 1.126446639155391, 1.4293283171252475, 0.7333518446692491, 0.17174002854799386, 0.4255012842344385, 0.5019378450454708, 0.5139996853139714, 1.3601596275239423, 0.3408389310734572]","[0.5900290815850229, 0.36750590699540264, 0.9813421303656414, 0.25483875704580644, 0.5099300567933797, 0.13998009613418316, 1.0296122166238848, 0.14766911486366532, 0.21013317386932276, 0.1765584110006914]","[1.2025918856442401, 0.11690037821218643, 0.46263940998645176, 0.5382574862655722, 0.7473006791208794, 1.7583756518507232, 1.9828183769995706, 0.12015419616821199, 0.43193596205809753, 0.4013253126477888]"
"[1.2874918379989566, 0.2180812240208949, 0.4788022568996312, 0.13170922422018785, 0.22495128838138684, 1.6829040238510748, 0.25918261347934496, 0.17195691245274486, 0.553540873091707, 0.5274011572690197]","[0.7973486171549641, 0.6944689028210539, 0.4315730226930979, 0.22248299048644818, 1.1989352958042623, 1.1713141592448568, 1.3683005422839223, 0.937592091281424, 0.9121967964037514, 0.30712594560332035]","[0.5900290815850229, 0.36750590699540264, 0.9813421303656414, 0.2546750737282078, 1.6530957236563675, 0.13502453609014536, 1.0296122166238848, 0.4716323721922027, 0.21464838133784997, 0.7122156130441945]","[0.3601435977649825, 1.679892656567594, 1.9354402950219158, 1.3495269860443238, 0.26800892565983286, 0.7953851974602111, 0.8367260482608092, 0.1958267651023475, 1.4998075353619218, 0.35067878064126917]"
"[0.35973912630866256, 0.19003085418077456, 0.7175059824156997, 0.21506960656247223, 0.16085753499257588, 0.4752788318671218, 0.3883461401651864, 1.7181307943849842, 0.34573260551340274, 0.1379255738774058]","[0.11530908811745849, 0.9592901469928773, 1.9094177459871702, 0.14595115336728617, 1.1274507920817194, 0.3378138342664059, 1.3683005422839223, 0.6236120121481383, 1.4444129289595782, 1.7640080792453063]","[1.2053201861135021, 0.11105908835804898, 1.1008451085266562, 0.2358009212082996, 0.1215634440518167, 0.5562573796440743, 0.5942312825489495, 1.1358455915000352, 0.7250971888394501, 0.9699342855448949]","[1.2053201861135021, 0.2107895362341685, 0.46263940998645176, 0.13585109296703252, 1.0369885627682671, 0.2041305374787621, 0.9885863036225355, 0.12541286063006496, 0.3884807086506162, 0.36040907186329585]"
"[0.7316025388170972, 1.5365671168349657, 0.1536356930973728, 1.1141092544375155, 0.2412541153592769, 0.9952307505859811, 0.1709090326529867, 0.5963786270294684, 0.1372913059158094, 0.23655105670892396]","[1.7374285786654582, 0.8322751775466681, 0.4315730226930979, 0.5558848091331231, 0.30235101758383026, 0.4516660101729519, 1.30147377403716, 0.28885899864966036, 0.8253948448444738, 0.2815025005554221]","[0.7886550829526351, 0.7630409832530616, 1.0622429926914676, 0.22248299048644818, 1.6648973526607145, 0.21008360726213313, 1.8917800419847906, 0.937592091281424, 0.8284533912544405, 0.2903123564950182]","[1.2053201861135021, 0.13373891959094028, 1.4059027727594986, 1.0613744152629747, 0.9794874879156038, 1.8583349626066785, 1.704250661069634, 0.17445063206898867, 0.31156454105875314, 1.31371154619918]"
"[0.16658878030518853, 1.1210268605547804, 0.10131657135397985, 1.477895666459529, 0.3520763837720166, 1.6724031497499738, 1.3426919254095881, 1.8441195766609466, 0.14748547158583766, 0.9525762600730453]","[0.10385369626814053, 0.7890452685392441, 0.22633749421902027, 0.37448440210562034, 0.5099300567933797, 0.17954232830198258, 1.807398555940542, 0.33288383258344795, 0.2141958053657656, 0.6702945212361976]","[1.7306520830468142, 0.25134575104625173, 1.4153664298114963, 1.0584846875132732, 1.3090201262586618, 1.8583349626066785, 0.9949593009950326, 0.17445063206898867, 0.27614134452471517, 0.5258314740699916]","[1.0721339481157062, 0.36750590699540264, 0.4315730226930979, 0.2175492947852996, 0.26883808875867893, 0.2870277816534133, 1.3683005422839223, 0.9082980226806752, 0.18889230246214556, 0.1765584110006914]"
"[0.32542199140067585, 0.1657406205764013, 1.9490138848391483, 0.9268179791795342, 0.9748092129084008, 1.0763106667438713, 1.0474812645112312, 0.5312379409753104, 0.2383700253530979, 1.818663226102819]","[0.1158441892088719, 0.3036061884187108, 0.16178734275392476, 0.6664182857215034, 0.24698261230234833, 0.5876212565351159, 0.6124476656309903, 0.3299789427830419, 0.31282636914484613, 0.8398487092042146]","[0.20464384423756476, 0.10357241299062055, 0.535851119684811, 0.7442687430021399, 0.9896953560893531, 0.9316979255233874, 1.7221169731139911, 0.22550536025045356, 0.8744017093458628, 0.14900242279204307]","[0.546950753658446, 0.6944689028210539, 0.9813421303656414, 0.2546750737282078, 1.1989352958042623, 1.1173151067235543, 1.0258512850206074, 0.9929774644292299, 0.8922123123562079, 0.30712594560332035]"
"[0.704825026950296, 0.9698307166205411, 0.6306368421675873, 0.22530890389271, 0.5582539396909367, 0.24389727046317208, 0.3709751163922374, 1.0186852842440879, 0.9422080171637724, 0.36990453727895634]","[0.2700900571170289, 0.9634131260956216, 1.3477082796963324, 1.012963031861139, 0.29670914399106885, 0.5652827539148211, 0.17114590926941636, 1.8341269805009788, 0.6767676627885912, 1.0329761041609435]","[0.888376731277941, 0.3881153478906665, 0.6244305485719825, 0.17073182126933484, 0.6972620459172842, 0.21008360726213313, 1.807398555940542, 0.4007531127329102, 0.42429829443546, 0.47585706505414627]","[0.24436715335147424, 0.7630409832530616, 1.0622429926914676, 0.22248299048644818, 1.6648973526607145, 0.21008360726213313, 0.33107989308826236, 0.12324492927153767, 0.8284533912544405, 0.2903123564950182]"
"[0.35159961613408164, 1.401357983650466, 0.46392523559222976, 0.6158597223934799, 0.21974223953946925, 0.4236352049032964, 0.29111759608326515, 0.16159056740096034, 1.815342894233123, 1.3900877844888258]","[0.3129118502314553, 0.14759279359424568, 0.29036303066295055, 0.30906247907160656, 0.45899471769664385, 0.366261154547453, 0.3973189496582837, 0.4144542580850012, 0.33950186715475295, 0.46947266002160626]","[0.8465881608353623, 0.7698949351829202, 1.0622429926914676, 0.22248299048644818, 0.30395118775729224, 0.17954232830198258, 0.12998573597889898, 0.12080529722042349, 0.9121967964037514, 0.2990402139351875]","[0.7035771179594792, 0.4166700027864906, 0.7484785873370963, 0.10258282936359507, 0.3521043206720035, 0.14150785081488598, 1.8917800419847906, 0.937592091281424, 0.9756763097541619, 0.7470029109576558]"
"[1.4225610880302337, 1.3938314314606495, 1.9067669202979203, 0.2500695931726454, 0.6040437188236386, 0.6883014191741907, 1.9086862269751341, 1.8424648863351158, 0.20436000605172988, 0.1927139035125561]","[0.888376731277941, 0.18630014990720176, 1.5687510727284821, 0.3218292786319748, 0.8123572566122537, 0.46579382053474844, 0.10301854437747197, 0.2637182683488224, 0.12980243136820396, 0.29203958473828373]","[1.9156842204483377, 0.8653782043959374, 0.27269650201722895, 0.5296968417368966, 1.6530957236563675, 0.19297605632952874, 0.43301151756695, 0.9354932783500908, 1.1803492951062642, 0.5274011572690197]","[1.7306520830468142, 0.25134575104625173, 1.4153664298114963, 1.0584846875132732, 0.22274049580125793, 1.8583349626066785, 0.9949593009950326, 0.184315085306636, 0.27614134452471517, 0.5258314740699916]"
"[0.16088991992528195, 0.16353843316854352, 0.9500709575019939, 0.13068994806324832, 0.48108405831680373, 0.20204617393804952, 0.39140041054214303, 0.15718236620258264, 0.7025021540349222, 1.3040534131941637]","[1.6894817229505619, 1.2359900057525743, 0.2230149682846401, 0.1756096573561131, 0.6064087716819119, 0.663774338103652, 0.25863192737055, 0.8017741190397977, 1.2267406066162527, 1.978632315025514]","[0.7973486171549641, 0.7770986096888836, 0.8117114534428254, 0.22248299048644818, 0.30395118775729224, 0.11141747070395434, 0.12998573597889898, 0.937592091281424, 1.1728690169712905, 0.3111959678920746]","[1.2375456461534846, 1.507950165836455, 1.9778092304452926, 1.2593514817973261, 1.3090201262586618, 0.43277892045195626, 0.6609337965392028, 0.841516830651996, 0.9104412295139285, 0.17371306499854153]"
"[0.6240649147659508, 1.679892656567594, 1.9354402950219158, 1.2844853865665127, 1.2151155530757778, 0.7429973994501429, 0.13928477849060786, 0.9119807942798208, 1.558733540202405, 0.33030453624649986]","[1.7154869298978004, 0.6108751148872045, 0.6134867679177965, 0.2908939681985691, 0.795986789523286, 0.21273674189267006, 0.2696726561480222, 0.4818465110350848, 0.120097829474628, 1.3040534131941637]","[0.4610017960777594, 1.234688608631541, 1.36262889535224, 0.7367292406284812, 0.5577089581291996, 0.2363397574451854, 0.4186340998805459, 0.22821868065622303, 0.7391793945266777, 0.18984683189908816]","[0.6567142793318287, 0.36750590699540264, 0.9508735344653026, 0.16814523634159778, 0.5099300567933797, 0.22691701208681125, 1.0439179591856094, 0.14766911486366532, 0.21013317386932276, 0.15796573635022398]"
"[0.5900290815850229, 0.36750590699540264, 0.9813421303656414, 0.25483875704580644, 0.25330113175478974, 0.13502453609014536, 1.0296122166238848, 0.1434831385351254, 0.21464838133784997, 0.1765584110006914]","[0.4331907923669044, 0.1546444433659192, 1.7243194346151534, 0.3298554391016253, 0.620480733047691, 0.36373393007768123, 0.15216184802832516, 0.17913300844329738, 1.4225033896813464, 1.7624865047064073]","[0.42885431806363533, 1.234688608631541, 1.36262889535224, 0.7777249493693227, 0.5577089581291996, 0.2363397574451854, 0.4434938110639394, 0.22821868065622303, 0.7391793945266777, 0.18984683189908816]","[0.5900290815850229, 0.3100398425740848, 0.3507836344422848, 0.25483875704580644, 0.8958873189492352, 0.13998009613418316, 0.8834338532346895, 0.5963786270294684, 0.36956024501392476, 1.2809048149876634]"
"[0.4810596063942972, 0.10964829873375306, 1.4812142108028263, 0.10963964688460179, 0.3105361502329059, 0.4808622215063158, 1.1929827066054703, 0.2596891078952184, 0.22279497206083912, 0.8532813017016225]","[1.2874918379989566, 0.37212613061585115, 0.9474264644508048, 0.3915314516519459, 1.3590005034638577, 1.6829040238510748, 0.21213790920514758, 1.6715894560508855, 0.5537313600825684, 0.11098584527108293]","[1.498501570647489, 0.6994522623807481, 1.0622429926914676, 0.1544378442007324, 1.1514120328616348, 0.21175011794675355, 0.10303336336981922, 0.48331952382489923, 0.7793390789534664, 1.303851743480038]","[1.273429007107677, 0.36750590699540264, 0.9813421303656414, 0.37448440210562034, 1.6530957236563675, 0.3925375624359778, 1.0296122166238848, 0.4716323721922027, 0.19965090008209865, 0.7122156130441945]"
"[0.9743462586633566, 0.44325534412326617, 0.1470384016931665, 0.12242610272996658, 0.29427945384898885, 0.2183967754922131, 0.1840305052942284, 0.210205945899039, 0.8865797272937658, 0.18913643606990035]","[0.14942048224691393, 0.1695752158464574, 0.6559801652772104, 0.2773768938922927, 1.2891160501943493, 0.10093033934049218, 0.4035969128015076, 0.17195691245274486, 1.1755107409426069, 0.33030453624649986]","[1.383632972822118, 0.4172506148310087, 0.8300382046599212, 0.1357851323092589, 1.149223385340381, 0.11141747070395434, 0.30829935298814226, 0.5395492802633588, 1.1728690169712905, 1.2809048149876634]","[0.5900290815850229, 0.501392012243197, 1.0161960997312804, 0.23410238317581078, 0.2574779227733056, 0.13502453609014536, 0.24674406086534878, 1.1503858615242584, 1.1778751710474158, 0.10236102616968154]"
"[0.8748163922501655, 1.0086857270773495, 0.5640986921928489, 0.1759625755883372, 1.9793972904081336, 0.10605968182362169, 0.5872737292665493, 0.44154462985875265, 0.11605918131181114, 0.47126395871460175]","[1.8017469821373469, 0.25134575104625173, 1.134639992746194, 1.1744816490186036, 0.9635932136310976, 1.641868723555891, 1.5264129544201255, 0.17445063206898867, 0.31156454105875314, 0.5478585163435561]","[0.7011949810449365, 0.11080890257298609, 0.9747838171523105, 1.9317702559118552, 0.29862890330123654, 1.0684445573720027, 1.8917800419847906, 0.3034282403710872, 0.8882241480592252, 0.33203088025594657]","[0.7687291101879254, 1.002490287378572, 0.5271313943533402, 0.2340366799268394, 1.847572356972005, 0.42157464553399454, 1.1286529053759993, 1.1358455915000352, 0.4407443761212631, 1.321573412255448]"
"[0.24436715335147424, 0.150052217038553, 1.3275166657869868, 0.10258282936359507, 0.3521043206720035, 0.12818455586438798, 0.5098917788979961, 0.12324492927153767, 0.7288429550818145, 0.7470029109576558]","[1.6894817229505619, 1.2359900057525743, 0.2230149682846401, 0.1756096573561131, 0.6064087716819119, 0.663774338103652, 0.30110601913840207, 0.8017741190397977, 1.2267406066162527, 1.978632315025514]","[0.7973486171549641, 0.7630409832530616, 1.0622429926914676, 0.22248299048644818, 1.6648973526607145, 0.21008360726213313, 0.1625723537033197, 0.9813223884045179, 0.9121967964037514, 0.29705407344642304]","[1.2053201861135021, 0.11105908835804898, 1.1008451085266562, 1.3043955644822596, 0.1215634440518167, 0.5562573796440743, 0.5942312825489495, 0.9412419797983448, 0.7250971888394501, 0.9699342855448949]"
