gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,gen19,gen20,gen21,gen22,gen23,gen24
"[0.271615212396523, 0.43181288639413384, 3.556051658960414, 0.3260710000086882, 1.4530343483515786]","[7.7712672569895425, 0.25637759922821685, 0.10293074731268233, 0.447500093533255, 3.238813733541762]","[0.9261611311556462, 0.850937146002521, 0.10201305484502342, 4.801657558050085, 1.0059699757889085]","[1.1655224297257278, 0.12286026531931264, 0.17924622978722038, 4.800833642801152, 4.007396772907587]","[0.6094468899955091, 0.1766605836525828, 0.10293074731268233, 0.4461345066981862, 1.5148607923256245]","[0.22254526436326286, 0.1260960234192838, 0.16562209779882708, 0.1343850151385519, 1.8523504999440084]","[3.399407455419218, 4.788372459807817, 0.14844652612848747, 8.011526821843521, 1.314449791631855]","[0.3933583851270004, 1.8126827427154044, 0.11257453325405746, 0.7821275629159029, 3.166311706043124]","[0.9702884004793847, 0.3414640677290714, 0.11372943825163165, 0.2705613749446456, 3.864568082681301]","[1.090611688716973, 0.9325718395833552, 0.10990464798292067, 0.11528520973516017, 0.8416950102696843]","[3.2633072029844845, 0.9394782290150355, 0.3629686244805335, 8.749995443201579, 0.27084765464029653]","[3.3490285542936937, 0.22121896405168393, 0.28452649745115055, 4.800833642801152, 1.7480550930635808]","[1.1401961651187469, 0.22851109575957934, 0.1160076229768669, 8.14004682615475, 2.469382590284119]","[0.26780629120543153, 0.8208573262653855, 0.1502594212533425, 0.11414490911729189, 2.1529817488679415]","[0.38762047168797886, 1.7219949575607763, 0.12390555864815496, 0.6658171917751365, 2.469382590284119]","[0.32510299569126794, 0.22532883682766874, 0.139193967479234, 0.6660621573403966, 1.274887980113497]","[1.2446867489872129, 1.4872749528075448, 0.1138784191517907, 8.664514845795146, 2.6054966250785823]","[2.4377421418112553, 0.7288264567545726, 0.28413384256705604, 4.62470089988257, 0.42525019227880956]","[1.4278280991362007, 1.0332433452565102, 0.10908079763738691, 7.73419713329464, 0.9141346611363897]","[1.2836092106129418, 0.9561956667093339, 0.1198504087671068, 8.888390713976651, 1.5546040593125818]","[0.9737818318187756, 0.12898906397670698, 0.12463913238697169, 6.735057922960506, 1.3141608563980576]","[1.1448891757726936, 0.5842129711783635, 0.11709175299259583, 8.160629823962518, 1.269582917080327]","[2.2377084619995378, 1.049890366168169, 0.14092526742985106, 7.984808310405053, 0.7078932355707146]","[0.7555723889898656, 0.920365654066439, 0.11899197584723524, 6.3986497197339816, 1.115858205487247]"
"[1.6153313602749948, 1.284678346222833, 0.8804530192033727, 4.534225958607324, 0.4044987069343324]","[6.8853891909892155, 0.746749038102046, 1.4607679947312866, 3.8373046514997844, 0.17911600877399822]","[0.47885545508715327, 1.7001651939436244, 0.13372224380774186, 0.364426022165103, 4.203879494374288]","[0.2657015532593955, 3.374866854053726, 9.592280560039393, 8.090785023872465, 1.1491428057363557]","[0.3176709602984479, 4.369563879117422, 0.6817285585017536, 0.25230236489147123, 4.2382790134162915]","[0.47695092201459344, 1.3520076642705672, 0.14092526742985106, 0.6854739873515125, 1.8794082330730144]","[0.19952379524818578, 0.1260960234192838, 0.16351836836636077, 0.1299814677032918, 1.99231731631235]","[1.090611688716973, 0.3414640677290714, 0.279276912992059, 4.728528976564808, 3.864568082681301]","[2.3896904696404397, 0.16323377875589323, 0.11709175299259583, 0.4504002552965701, 1.4573734308105353]","[0.47695092201459344, 1.9843195149518176, 0.1334258349313728, 0.6854739873515125, 2.257234174569211]","[0.3225229294813705, 0.7872226671071768, 0.23879363691002878, 0.4696176580187391, 1.7036876223486448]","[0.4070556307560817, 1.6785150501621418, 0.12742339636765687, 0.6660621573403966, 2.736957265381681]","[3.2334970749014604, 0.9394782290150355, 0.3629686244805335, 8.749995443201579, 4.2382790134162915]","[1.2635725445312864, 0.762209025081708, 0.10201854128441516, 9.739774142860847, 2.400893249338377]","[1.2345729033485082, 1.4872749528075448, 0.1138784191517907, 8.888390713976651, 1.7036876223486448]","[1.255371286559061, 0.20851450467760632, 0.15767081589867535, 8.888390713976651, 1.3296311812623685]","[1.0822062892003135, 1.135281856456853, 0.2336243896657045, 7.886054756472313, 2.750640122415749]","[1.273672925992638, 2.1479653321043344, 0.26677216282625765, 9.334302779707498, 0.2225160917825047]","[2.7185540218729645, 0.9694252374526586, 0.16649073634902117, 4.959267841693737, 0.4459438351343558]","[1.2178154668945524, 0.7740283296922599, 0.22001970903986878, 8.749995443201579, 0.5533728194100722]","[1.4278280991362007, 0.14399339471944284, 0.15653361707072827, 7.882447129499442, 0.8489044462529672]","[1.091365321543268, 0.9561956667093339, 0.1160076229768669, 4.62470089988257, 0.9426319763155514]","[1.0038522527869371, 0.22429256895701646, 0.21797244530883103, 9.680865148735283, 0.9220640193915028]","[2.3142392865813184, 0.9392984210994116, 0.16555606083622684, 7.882447129499442, 1.1398347543968819]"
"[6.8853891909892155, 0.746749038102046, 1.6776181213000056, 4.4268491350747405, 0.17911600877399822]","[1.1576353363887515, 0.149775331879491, 1.6648215497837082, 8.455871843287664, 1.1698067134534582]","[0.30173709332061616, 0.1398831652534636, 0.2063461185637916, 0.5448157653923673, 0.24376563655652853]","[1.2266944237520425, 1.099453616457347, 0.2783787112784309, 0.3329422521019877, 2.227836270383835]","[0.22580793041190195, 2.3617120237650764, 0.198703968017843, 0.7432213252734768, 4.2382790134162915]","[3.290961307154609, 0.5646250653100242, 0.29990614757950323, 8.090785023872465, 0.2669687401686189]","[0.6094468899955091, 0.9011956473602675, 0.10293074731268233, 8.880292321306406, 1.5148607923256245]","[0.9035664901587724, 0.9401189687274113, 0.11138814504881636, 8.090785023872465, 2.227836270383835]","[0.4203117565278268, 0.8334358171615387, 0.12491338190521394, 0.22072090026767388, 4.8875693898971635]","[1.009696405268541, 1.3520076642705672, 0.10144067367666022, 8.888390713976651, 2.469382590284119]","[2.4377421418112553, 0.13413821320639055, 0.18998584796071472, 5.358537073647368, 0.39342792371233903]","[0.9395438732778636, 0.15108435098867595, 0.11690832605408198, 8.167305980146581, 1.1060975853983808]","[0.4209156367776727, 0.22851109575957934, 0.1160076229768669, 0.1201633270843934, 1.7036876223486448]","[0.5020146471201132, 0.8020070755475053, 0.15540923307841042, 0.1582193869776292, 2.563382322320107]","[0.15195110588588046, 0.20339229308820544, 0.10340454683211123, 0.5212394032045025, 1.6564504393484945]","[1.0678521606051505, 0.9670427917504799, 0.13865044988090297, 8.975268825333744, 1.6152258726459565]","[1.0742300712418522, 0.9864333309169244, 0.2861189287897971, 4.249793107267797, 1.815935370928705]","[3.144845905713904, 1.1798110339267134, 0.1023298680220072, 8.749995443201579, 1.1533475796389527]","[2.544852711319846, 1.685026881941174, 0.27766382508831694, 4.986011794515784, 0.5056517119127711]","[1.4730002784916851, 2.1479653321043344, 0.1023298680220072, 8.160629823962518, 0.5197934048453579]","[1.3263656335394585, 1.0878820338401665, 0.13087124802067612, 6.850982904631571, 0.8824805356264719]","[1.469969515516091, 1.2957617282996359, 0.1198504087671068, 7.62050069753761, 1.5546040593125818]","[1.0600542137198825, 0.1455221963458478, 0.13170476803123718, 8.147681391720331, 1.3228899042261375]","[1.507813452699258, 0.15166304870694178, 0.15653361707072827, 7.979344058417434, 0.507579976833862]"
"[3.123626972761868, 0.20320510123567057, 1.8044191991221432, 1.2199114590869744, 4.0418360695082525]","[0.7374770387116061, 0.14770266274966345, 7.538949048440016, 0.19807243196429022, 0.5445002902863129]","[0.578986434674873, 0.20320510123567057, 3.6097843108799355, 1.2171409471089247, 1.1788999227382144]","[0.4233588931323004, 0.3490789292170801, 3.675801382485378, 8.090785023872465, 1.2852827875066535]","[0.4233588931323004, 0.23926957337597174, 0.16562209779882708, 0.1218161839423895, 1.9306673969421946]","[0.3728553509654212, 0.1156966543360679, 0.10293074731268233, 1.8026119876698703, 4.2382790134162915]","[0.8119193105151126, 1.7723426343666273, 0.16562209779882708, 0.1540509363021149, 3.5415206198804654]","[0.675187604922733, 0.10454932770280126, 0.10293074731268233, 0.8017894162046795, 1.5148607923256245]","[1.090611688716973, 0.9011956473602675, 0.10293074731268233, 0.11192498691937336, 0.8416950102696843]","[0.9702884004793847, 0.8960865541440428, 0.1529277178007039, 8.220510565285796, 2.444335249747472]","[0.4070556307560817, 1.8126827427154044, 0.12742339636765687, 0.6660621573403966, 2.6894293726300313]","[3.2633072029844845, 0.9394782290150355, 0.3629686244805335, 8.749995443201579, 0.27084765464029653]","[0.4070556307560817, 0.16784977039083393, 0.12050578193424825, 0.6816168141953993, 2.742389641028147]","[1.009696405268541, 1.8126827427154044, 0.10144067367666022, 0.6306952750860618, 1.5219344621920339]","[0.3897612485762644, 0.762209025081708, 0.12183754457356916, 0.8297145092650148, 1.8302615018372919]","[2.3142392865813184, 0.13413821320639055, 0.11086459825473136, 4.688943508112517, 0.5533728194100722]","[2.4377421418112553, 1.6300012648909248, 0.27766382508831694, 4.800833642801152, 0.4459438351343558]","[0.9623549088657251, 0.7327703391154151, 0.11298424319968702, 8.975268825333744, 2.6054966250785823]","[0.9737818318187756, 0.13751250417307545, 0.12463913238697169, 6.735057922960506, 1.4414456341608697]","[1.2836092106129418, 0.9561956667093339, 0.1198504087671068, 8.888390713976651, 1.5546040593125818]","[2.3066625203371203, 0.12791384479596957, 0.1160076229768669, 4.1878927653992415, 1.4360501768404508]","[1.0317638131602498, 2.1479653321043344, 0.11566617715124847, 9.336006431137905, 1.4389646325176564]","[0.9887335263150429, 2.715872765833629, 0.11327457425570525, 7.882447129499442, 0.9801512953576711]","[1.091365321543268, 0.14650784061631034, 0.10506538731299725, 7.882447129499442, 0.9911417397065241]"
"[2.1901486666365484, 0.5079560042083417, 0.12491338190521394, 0.18424575345326138, 0.393513432526392]","[3.8010030769847925, 8.459189608699068, 0.16694161042606517, 0.14015280030516808, 0.36265281308234787]","[1.090611688716973, 0.13161562335051208, 0.17924622978722038, 5.534962195256801, 4.007396772907587]","[3.3490285542936937, 0.800989153777181, 0.308543584320657, 8.803127315999065, 0.2707414759541734]","[0.6094468899955091, 0.3490789292170801, 3.675801382485378, 9.397911295256119, 1.1687191042913108]","[0.380353621209481, 0.7939804085111201, 0.12491338190521394, 0.47335310018357196, 4.0418360695082525]","[0.24521247146647368, 0.850937146002521, 0.2063461185637916, 0.34396008646112086, 3.8211225283883308]","[0.14645193978762874, 0.9011956473602675, 0.10293074731268233, 8.880292321306406, 4.2382790134162915]","[0.725094936939688, 0.9948646554741383, 0.2783787112784309, 8.760629695712105, 1.694019900869332]","[1.0932063564896755, 0.3561948935657721, 0.11138814504881636, 0.7821275629159029, 2.227836270383835]","[3.3490285542936937, 0.1872326100270872, 0.2780544383986432, 8.803127315999065, 1.8119821780273226]","[1.2363010137213275, 2.2956462710733705, 0.10865013653349852, 0.22072090026767388, 2.227836270383835]","[1.009696405268541, 0.9392984210994116, 0.10144067367666022, 9.667497007208613, 2.6894293726300313]","[0.3960322181921432, 1.9143077776435464, 0.14085541016519332, 8.888390713976651, 2.7819111690126244]","[2.0321932398564413, 0.8428014583686084, 0.24877606873681987, 4.249793107267797, 0.4459438351343558]","[1.1674425685750873, 0.8911586892909319, 0.14508092484513263, 8.540237644846082, 0.888206255502368]","[1.255371286559061, 0.20851450467760632, 0.15767081589867535, 9.719891197385705, 1.3296311812623685]","[0.6333323000343752, 0.12898411695212975, 0.10744133880897687, 9.743895898177007, 2.3206802718225394]","[1.1491737498568397, 2.1479653321043344, 0.1160076229768669, 8.990770784807962, 1.1533475796389527]","[0.9395438732778636, 0.18717165367233185, 0.11029309021346365, 8.14004682615475, 1.5219344621920339]","[2.7185540218729645, 0.9694252374526586, 0.16824313013965445, 4.959267841693737, 0.4459438351343558]","[1.3136609553285463, 1.408917796719326, 0.1160076229768669, 7.996227002264408, 1.1533475796389527]","[0.9278794093467908, 0.920365654066439, 0.1306966734500758, 9.701167491192988, 1.115858205487247]","[2.289002814232474, 0.10821138527998105, 0.11796998205201653, 7.979344058417434, 0.5533728194100722]"
"[0.5169590618937867, 0.2931490725695118, 1.44805937141813, 0.1222597679297405, 1.3304662419913256]","[0.14074171620347906, 0.149775331879491, 1.6648215497837082, 0.2661644857074114, 1.1698067134534582]","[0.3612035850135016, 4.2402006108157275, 0.16694161042606517, 0.7334661933455224, 2.6604307354261665]","[0.3587648463190243, 5.724747304250667, 4.267634117584494, 0.26871721698589013, 1.409612823803116]","[1.1655224297257278, 0.12286026531931264, 0.16178610168308827, 0.12352283387644318, 0.7035840739522187]","[3.3490285542936937, 0.850937146002521, 5.727199786718062, 0.34396008646112086, 0.28592977461325]","[0.38857906115334295, 0.8334358171615387, 0.12964705705950266, 0.4504002552965701, 4.0418360695082525]","[0.3895485842357498, 0.8334358171615387, 0.12426371480908247, 0.1999484218508196, 4.0418360695082525]","[0.47885545508715327, 0.850937146002521, 0.2032187629110109, 0.4696176580187391, 1.7036876223486448]","[0.5542267369845987, 0.4305096722033405, 0.2783787112784309, 0.4886712310203318, 1.6361632408251399]","[2.1901486666365484, 0.8196477054929058, 0.1224267487427364, 0.19903978665059985, 1.4110721516089884]","[0.5382044119610173, 2.0219704077216627, 0.10552281540474755, 8.003705096398786, 3.5370148020331653]","[0.6827527027689343, 0.8148136971327803, 0.14508092484513263, 6.053755289918845, 1.5148607923256245]","[0.42248495571981504, 1.0006275770538848, 0.1198504087671068, 0.5819965975520651, 2.7819111690126244]","[0.46515776366571965, 0.952309835000113, 0.10144067367666022, 0.23221819431259047, 2.9502480560768327]","[2.4377421418112553, 0.7288264567545726, 0.28413384256705604, 4.62470089988257, 0.4459438351343558]","[1.009696405268541, 0.762209025081708, 0.1168842160511545, 8.535477346521935, 2.6902246286071274]","[1.3339949338100041, 1.5055001433298651, 0.10144067367666022, 0.8097004175614535, 1.6084080515726937]","[1.2363010137213275, 0.25811839814220405, 0.11735667588248516, 9.185921875093978, 1.8000409881233608]","[1.1657923002651345, 0.7108533895055243, 0.10144067367666022, 8.888390713976651, 0.47751202924405634]","[1.9814340102444277, 0.15108435098867595, 0.13507248925089993, 7.882447129499442, 0.4317703663055353]","[2.1134720259437305, 1.9913244543563329, 0.1023298680220072, 8.160629823962518, 0.535981125360843]","[2.3142392865813184, 0.7897015094307305, 0.10226042815637293, 7.914726470216434, 0.4372534637832996]","[2.3066625203371203, 0.12271183529303062, 0.15099728346494662, 3.9966574265428156, 0.9508155764770214]"
"[0.6466229378244935, 0.8157730376748592, 0.794425968832752, 0.49797458697989855, 0.18023855275641096]","[0.9281223853292905, 1.3741087126444167, 0.7443816302571882, 1.4266117799600881, 6.745927980531065]","[0.3679941336426416, 4.2402006108157275, 0.16694161042606517, 0.7151436961242653, 2.871828061341199]","[3.1488783490704417, 0.41295437476397695, 1.3884795525938198, 0.5943435796949592, 0.38322397862016666]","[0.9702884004793847, 0.850937146002521, 0.11138814504881636, 4.800833642801152, 4.007396772907587]","[5.767630957335904, 0.11144555822220951, 0.2841652503661441, 6.987160918033593, 0.40056195645883597]","[0.40814286929714566, 0.8531129599252325, 0.11180298305631164, 0.6854739873515125, 1.4190345303012308]","[0.4203117565278268, 1.3520076642705672, 0.15940713334891768, 0.4504002552965701, 4.203879494374288]","[2.30178301712348, 0.8208573262653855, 0.2071055914767988, 4.800833642801152, 3.5316218555369954]","[0.5020146471201132, 0.7984435226047876, 0.13865044988090297, 0.17705057120824758, 2.274191628317022]","[1.0409136067477813, 0.4305096722033405, 0.13865044988090297, 4.800833642801152, 2.274191628317022]","[0.5020146471201132, 0.710305588769208, 0.2780544383986432, 0.17705057120824758, 2.492458942975769]","[1.144898588808921, 0.20710180729845803, 0.295058024791899, 0.13484256506222667, 1.5284650043130885]","[2.3142392865813184, 1.8126827427154044, 0.12742339636765687, 8.888390713976651, 2.469382590284119]","[0.965862436824547, 0.22851109575957934, 0.1286882567536407, 8.888390713976651, 1.6564504393484945]","[1.091365321543268, 0.22851109575957934, 0.1286882567536407, 8.888390713976651, 1.6564504393484945]","[1.0678521606051505, 1.0332433452565102, 0.1250537345990386, 8.975268825333744, 1.5219344621920339]","[1.2699260681401767, 0.7158082456063357, 0.11716793333588736, 9.629254134899666, 0.2337184240717338]","[1.0930510506643827, 0.9392984210994116, 0.14508092484513263, 8.295159800362521, 2.6065534260684777]","[1.2363010137213275, 2.279215471726097, 0.1160076229768669, 8.14004682615475, 1.054650002124142]","[1.4278280991362007, 0.7028424369712136, 0.15653361707072827, 6.592211525302817, 0.4459438351343558]","[1.3419440430666074, 0.805128215375343, 0.10071685488376492, 7.914726470216434, 0.4372534637832996]","[1.6690337967240916, 0.10767754670180818, 0.11899197584723524, 7.979344058417434, 0.5533728194100722]","[1.0600542137198825, 0.7559449816476778, 0.11899197584723524, 8.295798018960632, 0.47751202924405634]"
"[1.9218821984797343, 0.14654343705262227, 7.6607742704635085, 0.5143826945826329, 3.331875418358504]","[0.24521247146647368, 0.4769653231423454, 3.148789204056689, 4.338013780460065, 1.979565623550171]","[0.5172793281842432, 4.781823100334644, 0.6073499349871322, 0.6795321160753311, 4.278859677444516]","[0.22580793041190195, 4.369563879117422, 0.198703968017843, 0.7432213252734768, 4.2382790134162915]","[0.7724449512764627, 0.850937146002521, 0.2841652503661441, 0.18424575345326138, 0.888206255502368]","[0.40814286929714566, 0.8334358171615387, 0.11180298305631164, 0.6854739873515125, 1.4190345303012308]","[0.8353193049516262, 0.5646250653100242, 0.11138814504881636, 1.7595301274668236, 1.5148607923256245]","[0.1917478128426946, 0.12469507955098892, 0.16351836836636077, 0.1299814677032918, 1.99231731631235]","[3.119900885763026, 0.8196477054929058, 0.308543584320657, 0.21752290395428944, 1.5148607923256245]","[0.6291889588897523, 0.9670427917504799, 0.2654144992568978, 0.1287802754186428, 2.469382590284119]","[0.6291889588897523, 0.8427849677189336, 0.2821263183584806, 0.12225964525858932, 1.468530160007367]","[0.6291889588897523, 1.7723426343666273, 0.1334258349313728, 8.003705096398786, 1.7294231865351326]","[0.24986586761410792, 0.8208573262653855, 0.1502594212533425, 0.11414490911729189, 2.1529817488679415]","[0.3719006002686025, 1.0276212264680171, 0.21808476690150905, 0.12024820046212749, 2.7750112938365845]","[0.9395438732778636, 0.14357803336782546, 0.11899197584723524, 8.167305980146581, 1.115858205487247]","[1.0930510506643827, 0.23848328285319315, 0.14508092484513263, 8.295159800362521, 1.5148607923256245]","[1.009696405268541, 1.4872749528075448, 0.10144067367666022, 7.189640339030105, 1.9337271464129555]","[2.3142392865813184, 0.13413821320639055, 0.11479811807969839, 4.688943508112517, 0.5533728194100722]","[1.2221328567797838, 0.22851109575957934, 0.1160076229768669, 7.586859300368585, 2.469382590284119]","[1.0711806332921512, 0.12684089695690032, 0.10144067367666022, 7.420875849185479, 1.115858205487247]","[1.9814340102444277, 0.9116838208015651, 0.14802027372465196, 9.049920594389466, 0.9141346611363897]","[1.3923895596271603, 0.15108435098867595, 0.18433073580906956, 8.303611288007492, 0.4459438351343558]","[1.3261893684256107, 0.10767754670180818, 0.10962137109710504, 7.882447129499442, 0.5849128596951795]","[1.4278280991362007, 0.936978950488212, 0.11826078817089053, 8.458748840415502, 0.45851651653448516]"
"[0.2853168754545338, 1.2738567280238893, 4.267634117584494, 1.0831657493773812, 0.48675520999092775]","[0.9597492639887883, 0.8658075029927055, 0.11496967131192819, 0.6033028169712451, 2.257234174569211]","[0.47885545508715327, 0.8103407628178922, 1.8883138443213094, 0.8192337963621819, 2.64535873819749]","[0.47885545508715327, 0.12610519516141647, 0.6073499349871322, 0.34396008646112086, 5.005136058899259]","[3.3490285542936937, 4.781823100334644, 0.6073499349871322, 8.090785023872465, 0.2707414759541734]","[0.47885545508715327, 0.44314763630817633, 0.10293074731268233, 0.447500093533255, 1.6564504393484945]","[0.6333323000343752, 0.850937146002521, 1.1881000233156596, 0.21752290395428944, 0.9990747342226707]","[0.571065585450212, 2.266096482591731, 0.21950893040145852, 0.7018694722123491, 7.5419534457959525]","[0.6333323000343752, 0.850937146002521, 0.1191674440411457, 8.090785023872465, 0.2707414759541734]","[0.47885545508715327, 0.5613543370064978, 0.2821263183584806, 0.4764471196415181, 1.5148607923256245]","[0.1387572272830043, 1.017957883415395, 0.2071055914767988, 0.5298825847221192, 1.5219344621920339]","[1.1655224297257278, 1.017957883415395, 0.10552281540474755, 0.12225964525858932, 1.5148607923256245]","[0.33117902059340226, 0.8817734002562778, 0.24250995293631697, 0.6434809829685774, 0.836205985658157]","[0.31180806095409613, 0.8817734002562778, 0.1502594212533425, 0.12350276712123205, 0.836205985658157]","[1.0678521606051505, 1.006297268537535, 0.10144067367666022, 7.979344058417434, 1.5219344621920339]","[0.9342500914036257, 0.805128215375343, 0.10065303163404556, 9.629254134899666, 0.45851651653448516]","[1.1335358153441917, 1.006297268537535, 0.1080681606864502, 7.979344058417434, 1.5219344621920339]","[1.009696405268541, 1.054273718495457, 0.10572295628429836, 8.975268825333744, 1.675402548693154]","[0.965862436824547, 0.22851109575957934, 0.10326865236153313, 8.923740517628667, 2.742389641028147]","[1.4278280991362007, 0.8222798756739158, 0.10871398404911742, 6.591310799857645, 0.9141346611363897]","[1.4278280991362007, 0.9175227789007001, 0.10871398404911742, 6.591310799857645, 0.4372534637832996]","[2.3066625203371203, 0.9437839342293862, 0.23881267186486452, 6.505518199326615, 0.8488553456110047]","[2.3630219996366844, 1.0878820338401665, 0.1160076229768669, 8.897795045906703, 0.888206255502368]","[2.3066625203371203, 2.279215471726097, 0.10871398404911742, 7.882447129499442, 0.9141346611363897]"
"[3.9262866413209716, 4.759134269436921, 1.6802820605013427, 9.230850990393124, 0.20647771436307172]","[4.454550190604225, 5.984337098546378, 0.36927677847198914, 0.2526919377118359, 1.0541369824179228]","[0.5237170146500255, 4.781823100334644, 0.6073499349871322, 0.7927496149056532, 2.7062215098040725]","[0.9597492639887883, 0.7125252409478644, 2.0177798691896824, 1.0725006132362849, 0.6711519632829666]","[0.43204216127447936, 0.16323377875589323, 0.13132227355526568, 0.6854739873515125, 0.922089422510197]","[0.6094468899955091, 0.1872326100270872, 0.11345725312240897, 0.4461345066981862, 1.5148607923256245]","[0.3895485842357498, 1.3520076642705672, 0.1655412717398192, 0.1999484218508196, 4.203879494374288]","[0.43204216127447936, 0.1260960234192838, 0.1726427069543995, 0.7018694722123491, 1.8523504999440084]","[2.3142392865813184, 0.17519190439166757, 0.12050578193424825, 0.2488008811580614, 1.7978353800414548]","[0.47695092201459344, 1.296125496037756, 0.2783787112784309, 0.6854739873515125, 2.4205320884614783]","[0.3773954187541551, 0.9460449644583746, 0.10340454683211123, 0.7821275629159029, 1.6564504393484945]","[2.3142392865813184, 0.16784977039083393, 0.13517001753410887, 0.21826008779650483, 1.6564504393484945]","[0.34304346132018687, 0.12402577825984619, 0.1662725008077701, 0.47209364194461456, 1.5219344621920339]","[0.597117914310836, 0.939994691324331, 0.13865044988090297, 0.792459851876081, 1.3448362099363182]","[0.6866657420158293, 0.21522792397796112, 0.10226844916663791, 8.278402052231781, 2.469382590284119]","[2.3142392865813184, 0.12793391597712428, 0.14508092484513263, 4.688943508112517, 0.4603858326691229]","[0.965862436824547, 0.22851109575957934, 0.10065303163404556, 8.923740517628667, 2.742389641028147]","[2.4377421418112553, 1.6300012648909248, 0.13865044988090297, 4.800833642801152, 0.4459438351343558]","[1.0930510506643827, 0.7108533895055243, 0.10065303163404556, 9.751045058222955, 0.4459438351343558]","[1.3476041613245335, 0.9047498428363104, 0.1160076229768669, 8.14004682615475, 1.1282093635097976]","[0.9524743155072669, 0.14250585712161515, 0.18705716382833043, 9.680865148735283, 0.9220640193915028]","[2.0000336955091953, 1.0765241676955972, 0.12510096517183458, 7.420875849185479, 0.48200278971965904]","[1.8632416961109937, 0.10767754670180818, 0.10962137109710504, 7.882447129499442, 0.47302083620192636]","[0.906337045153899, 1.006297268537535, 0.16486249319547877, 8.540237644846082, 1.0692946545730866]"
"[0.11180993558193589, 9.138898167581047, 0.418494815452705, 1.859933375718427, 1.1687191042913108]","[0.24521247146647368, 1.5316171318950311, 0.2063461185637916, 0.2925250192384682, 3.8211225283883308]","[0.7587523654587383, 5.591103069783184, 1.5607578635522974, 0.2002134448292799, 1.3232741794801024]","[0.9597492639887883, 0.850937146002521, 0.11138814504881636, 0.12352283387644318, 0.4630540266897951]","[0.48069765432968825, 0.8334358171615387, 0.10867714868536, 0.6175699655878566, 2.257234174569211]","[0.47695092201459344, 1.3520076642705672, 0.1334258349313728, 0.6854739873515125, 2.257234174569211]","[1.0995505356293722, 0.7532622165932905, 0.11257453325405746, 0.5278861129380413, 1.0059699757889085]","[0.3561379696054258, 0.18741097189131092, 0.10916665756849066, 0.13388577782872332, 2.6604307354261665]","[1.1655224297257278, 0.13178754825980132, 0.17924622978722038, 4.800833642801152, 3.5316218555369954]","[0.508688131800279, 1.2659193767483057, 0.2989774792897603, 0.6854739873515125, 2.4205320884614783]","[1.2313519689827892, 1.1731246667025936, 0.10882886139048414, 4.6928651159041594, 4.339257330015329]","[1.090611688716973, 0.9948646554741383, 0.2821263183584806, 0.1240667471900075, 0.8416950102696843]","[2.8986662461893884, 0.13828041402989472, 0.10330269794269989, 4.528934399389917, 1.5624989861454937]","[0.3980517046449129, 0.8021551292477272, 0.20770644669854196, 0.7821275629159029, 1.7045277107297772]","[0.15195110588588046, 0.12898411695212975, 0.10601011803510527, 0.5212394032045025, 1.6564504393484945]","[0.37649023052567704, 0.7722269211999719, 0.19899905517067462, 0.7821275629159029, 1.7045277107297772]","[1.0930510506643827, 0.7108533895055243, 0.10144067367666022, 8.888390713976651, 0.45851651653448516]","[2.4377421418112553, 0.9424166231791302, 0.2386346661439558, 4.632436046860694, 0.888206255502368]","[2.409379213773753, 0.1335553897134357, 0.11086459825473136, 4.688943508112517, 0.45851651653448516]","[1.2363010137213275, 0.8907591692309584, 0.1286882567536407, 4.959267841693737, 0.4459438351343558]","[1.0600542137198825, 1.0878820338401665, 0.13667336378051156, 7.355289662281683, 1.115858205487247]","[1.207421242126134, 1.006297268537535, 0.10144067367666022, 7.979344058417434, 1.0703028562843488]","[2.3142392865813184, 0.9392984210994116, 0.15653361707072827, 7.979344058417434, 0.507579976833862]","[2.7185540218729645, 0.16632121594449129, 0.1133494195274873, 4.959267841693737, 0.4162394607802176]"
